TenantId,TimeGenerated,SourceSystem,Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventID,Activity
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:19:21.0000000Z,OpsManager,Account164,Unknown,10.24.2.143,Microsoft-Windows-Security-Auditing,Security,12555,0.0,6427,6427
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:36:53.0000000Z,OpsManager,Account447,Machine,10.235.9.78,Microsoft-Windows-Security-Auditing,Security,12808,0.0,5140,5140 - A network share object was accessed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:37:36.0000000Z,OpsManager,Account588,Unknown,10.24.2.134,Microsoft-Windows-Security-Auditing,Security,12810,0.0,5158,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:53:53.0000000Z,OpsManager,Account202,User,10.235.9.107,Microsoft-Windows-Security-Auditing,Security,13572,0.0,5449,5449 - A Windows Filtering Platform provider context has been changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:56:34.0000000Z,OpsManager,Account34,Machine,10.235.9.126,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4648,4648 - A logon was attempted using explicit credentials.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:31:06.0000000Z,OpsManager,Account239,User,10.6.6.88,Microsoft-Windows-Security-Auditing,Security,13056,0.0,4673,4673 - A privileged service was called.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:00:05.0000000Z,OpsManager,Account464,Machine,10.6.6.38,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4625,4625 - An account failed to log on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:17:24.0000000Z,OpsManager,Account678,Machine,10.235.9.174,Microsoft-Windows-Security-Auditing,Security,13570,0.0,4670,4670 - Permissions on an object were changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:47:20.0000000Z,OpsManager,Account330,Machine,10.168.5.53,Microsoft-Windows-Security-Auditing,Security,12289,0.0,4611,4611 - A trusted logon process has been registered with the Local Security Authority.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:33:28.0000000Z,OpsManager,Account385,Unknown,10.168.5.219,Microsoft-Windows-Security-Auditing,Security,14337,0.0,4769,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T14:28:28.0000000Z,OpsManager,Account215,Machine,10.6.6.3,Microsoft-Windows-Security-Auditing,Security,13056,0.0,4673,4673 - A privileged service was called.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T14:08:53.0000000Z,OpsManager,Account692,Machine,10.24.2.174,Microsoft-Windows-Security-Auditing,Security,12292,0.0,5059,5059 - Key migration operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-11T14:59:34.0000000Z,OpsManager,Account296,User,10.168.5.58,Microsoft-Windows-Security-Auditing,Security,12811,0.0,5145,5145 - A network share object was checked to see whether client can be granted desired access.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:13:38.0000000Z,OpsManager,Account302,User,10.24.2.149,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4656,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:07:20.0000000Z,OpsManager,Account360,Machine,10.168.5.168,Microsoft-Windows-Security-Auditing,Security,12545,0.0,4634,4634 - An account was logged off.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:11:53.0000000Z,OpsManager,Account279,Unknown,10.6.6.24,Microsoft-Windows-Security-Auditing,Security,14337,0.0,4770,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:31:02.0000000Z,OpsManager,Account404,Unknown,10.235.9.151,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4660,4660 - An object was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:37:24.0000000Z,OpsManager,Account648,Unknown,10.235.9.235,Microsoft-Windows-Security-Auditing,Security,14080,0.0,4662,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:58:43.0000000Z,OpsManager,Account469,Unknown,10.6.6.60,Microsoft-Windows-Security-Auditing,Security,13316,0.0,6416,6416 - A new external device was recognized by the System
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:18:44.0000000Z,OpsManager,Account173,User,10.235.9.54,Microsoft-Windows-Security-Auditing,Security,12290,0.0,5061,5061 - Cryptographic operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T07:04:42.0000000Z,OpsManager,Account674,Unknown,10.168.5.167,Microsoft-Windows-Security-Auditing,Security,13571,0.0,4946,4946 - A change has been made to Windows Firewall exception list. A rule was added.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:43:27.0000000Z,OpsManager,Account42,User,10.168.5.16,Microsoft-Windows-Security-Auditing,Security,12551,0.0,4779,4779 - A session was disconnected from a Window Station.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:48:14.0000000Z,OpsManager,Account11,Machine,10.168.5.153,Microsoft-Windows-Security-Auditing,Security,13826,0.0,4799,4799 - A security-enabled local group membership was enumerated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:09:24.0000000Z,OpsManager,Account13,Unknown,10.24.2.204,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4797,4797 - An attempt was made to query the existence of a blank password for an account.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:15:41.0000000Z,OpsManager,Account545,Unknown,10.24.2.124,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4738,4738 - A user account was changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-12T15:00:34.0000000Z,OpsManager,Account530,User,10.6.6.43,Microsoft-Windows-Security-Auditing,Security,12545,0.0,4634,4634 - An account was logged off.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:32:25.0000000Z,OpsManager,Account679,Machine,10.168.5.166,Microsoft-Windows-Security-Auditing,Security,12289,0.0,4697,4697 - A service was installed in the system.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:38:55.0000000Z,OpsManager,Account603,Unknown,10.168.5.186,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4771,4771 - Kerberos pre-authentication failed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:12:09.0000000Z,OpsManager,Account290,Unknown,10.235.9.147,Microsoft-Windows-Security-Auditing,Security,14337,0.0,4770,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:25:57.0000000Z,OpsManager,Account60,User,10.168.5.28,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4768,4768 - A Kerberos authentication ticket (TGT) was requested.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:22:03.0000000Z,OpsManager,Account206,Machine,10.24.2.122,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4624,4624 - An account was successfully logged on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:17:50.0000000Z,OpsManager,Account583,Unknown,10.24.2.90,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4771,4771 - Kerberos pre-authentication failed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-10T22:06:05.0000000Z,OpsManager,Account279,User,10.235.9.116,Microsoft-Windows-Security-Auditing,Security,12812,0.0,4663,4663 - An attempt was made to access an object.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:34:58.0000000Z,OpsManager,Account599,Unknown,10.168.5.115,Microsoft-Windows-Security-Auditing,Security,12551,0.0,4778,4778 - A session was reconnected to a Window Station.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:58:33.0000000Z,OpsManager,Account646,User,10.235.9.48,Microsoft-Windows-Security-Auditing,Security,13825,0.0,4742,4742 - A computer account was changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:38:56.0000000Z,OpsManager,Account595,Unknown,10.6.6.64,Microsoft-Windows-Security-Auditing,Security,13571,0.0,4948,4948 - A change has been made to Windows Firewall exception list. A rule was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:03:27.0000000Z,OpsManager,Account464,Machine,10.168.5.234,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4798,4798 - A user's local group membership was enumerated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:52:09.0000000Z,OpsManager,Account320,Machine,10.24.2.130,Microsoft-Windows-Security-Auditing,Security,12808,0.0,5140,5140 - A network share object was accessed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:04:17.0000000Z,OpsManager,Account375,Machine,10.6.6.71,Microsoft-Windows-Security-Auditing,Security,12804,0.0,4702,4702 - A scheduled task was updated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:57:25.0000000Z,OpsManager,Account663,Machine,10.168.5.201,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4768,4768 - A Kerberos authentication ticket (TGT) was requested.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:18:17.0000000Z,OpsManager,Account19,Machine,10.168.5.25,Microsoft-Windows-Security-Auditing,Security,12292,0.0,5059,5059 - Key migration operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:35:46.0000000Z,OpsManager,Account516,Machine,10.235.9.74,Microsoft-Windows-Security-Auditing,Security,13826,0.0,4799,4799 - A security-enabled local group membership was enumerated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-09T04:32:22.0000000Z,OpsManager,Account483,User,10.24.2.198,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4797,4797 - An attempt was made to query the existence of a blank password for an account.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:52:21.0000000Z,OpsManager,Account337,User,10.168.5.33,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4768,4768 - A Kerberos authentication ticket (TGT) was requested.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:55:01.0000000Z,OpsManager,Account594,Machine,10.235.9.116,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4624,4624 - An account was successfully logged on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:36:21.0000000Z,OpsManager,Account29,Unknown,10.6.6.37,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4625,4625 - An account failed to log on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:16:05.0000000Z,OpsManager,Account106,Machine,10.235.9.140,Microsoft-Windows-Security-Auditing,Security,14080,0.0,4662,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-09T23:13:41.0000000Z,OpsManager,Account229,User,10.24.2.185,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4797,4797 - An attempt was made to query the existence of a blank password for an account.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T07:29:19.0000000Z,OpsManager,Account549,User,10.235.9.240,Microsoft-Windows-Security-Auditing,Security,13316,0.0,6416,6416 - A new external device was recognized by the System
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-10T04:01:50.0000000Z,OpsManager,Account359,User,10.168.5.69,Microsoft-Windows-Security-Auditing,Security,12811,0.0,5145,5145 - A network share object was checked to see whether client can be granted desired access.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:04:50.0000000Z,OpsManager,Account565,User,10.24.2.92,Microsoft-Windows-Security-Auditing,Security,12289,0.0,4697,4697 - A service was installed in the system.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:32:49.0000000Z,OpsManager,Account671,Machine,10.235.9.136,Microsoft-Windows-Security-Auditing,Security,13826,0.0,4799,4799 - A security-enabled local group membership was enumerated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:50:58.0000000Z,OpsManager,Account653,Unknown,10.24.2.111,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4660,4660 - An object was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:19:56.0000000Z,OpsManager,Account690,User,10.24.2.164,Microsoft-Windows-Security-Auditing,Security,14080,0.0,4662,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:53:21.0000000Z,OpsManager,Account355,Machine,10.24.2.113,Microsoft-Windows-Security-Auditing,Security,12289,0.0,4611,4611 - A trusted logon process has been registered with the Local Security Authority.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:15:02.0000000Z,OpsManager,Account203,Unknown,10.24.2.117,Microsoft-Windows-Security-Auditing,Security,12292,0.0,5058,5058 - Key file operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:25:00.0000000Z,OpsManager,Account607,Unknown,10.24.2.177,Microsoft-Windows-Security-Auditing,Security,13826,0.0,4728,4728 - A member was added to a security-enabled global group.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:53:23.0000000Z,OpsManager,Account355,Machine,10.168.5.224,Microsoft-Windows-Security-Auditing,Security,12289,0.0,4697,4697 - A service was installed in the system.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:58:47.0000000Z,OpsManager,Account338,Machine,10.24.2.215,Microsoft-Windows-Security-Auditing,Security,12545,0.0,4647,4647 - User initiated logoff.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:28:20.0000000Z,OpsManager,Account197,Unknown,10.24.2.246,Microsoft-Windows-Security-Auditing,Security,12555,0.0,6427,6427
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:59:00.0000000Z,OpsManager,Account121,Machine,10.24.2.122,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4648,4648 - A logon was attempted using explicit credentials.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:21:16.0000000Z,OpsManager,Account22,Unknown,10.168.5.35,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4660,4660 - An object was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:44:45.0000000Z,OpsManager,Account56,Unknown,10.168.5.64,Microsoft-Windows-Security-Auditing,Security,13056,0.0,4674,4674 - An operation was attempted on a privileged object.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:14:09.0000000Z,OpsManager,Account568,Machine,10.235.9.185,Microsoft-Windows-Security-Auditing,Security,14081,0.0,5136,5136 - A directory service object was modified.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:51:05.0000000Z,OpsManager,Account255,User,10.6.6.89,Microsoft-Windows-Security-Auditing,Security,12811,0.0,5145,5145 - A network share object was checked to see whether client can be granted desired access.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:46:26.0000000Z,OpsManager,Account309,User,10.235.9.72,Microsoft-Windows-Security-Auditing,Security,12804,0.0,4702,4702 - A scheduled task was updated.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:01:54.0000000Z,OpsManager,Account615,Unknown,10.235.9.92,Microsoft-Windows-Security-Auditing,Security,12290,0.0,5061,5061 - Cryptographic operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:27:13.0000000Z,OpsManager,Account157,Unknown,10.6.6.22,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4660,4660 - An object was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:08:24.0000000Z,OpsManager,Account298,Unknown,10.24.2.175,Microsoft-Windows-Security-Auditing,Security,14337,0.0,4770,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:30:50.0000000Z,OpsManager,Account492,Unknown,10.235.9.221,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4624,4624 - An account was successfully logged on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-11T05:27:05.0000000Z,OpsManager,Account497,User,10.168.5.169,Microsoft-Windows-Security-Auditing,Security,12812,0.0,4663,4663 - An attempt was made to access an object.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:43:58.0000000Z,OpsManager,Account395,Unknown,10.235.9.87,Microsoft-Windows-Security-Auditing,Security,12810,0.0,5156,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:54:15.0000000Z,OpsManager,Account574,Machine,10.6.6.65,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4648,4648 - A logon was attempted using explicit credentials.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T14:30:19.0000000Z,OpsManager,Account205,Unknown,10.235.9.246,Microsoft-Windows-Security-Auditing,Security,12810,0.0,5158,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:19:58.0000000Z,OpsManager,Account311,Machine,10.6.6.20,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4738,4738 - A user account was changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:23:53.0000000Z,OpsManager,Account459,Machine,10.235.9.149,Microsoft-Windows-Security-Auditing,Security,13316,0.0,6416,6416 - A new external device was recognized by the System
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:55:52.0000000Z,OpsManager,Account57,Machine,10.168.5.83,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4724,4724 - An attempt was made to reset an account's password.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:59:48.0000000Z,OpsManager,Account631,Unknown,10.168.5.115,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4771,4771 - Kerberos pre-authentication failed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:30:28.0000000Z,OpsManager,Account601,Unknown,10.24.2.210,Microsoft-Windows-Security-Auditing,Security,12551,0.0,4801,4801 - The workstation was unlocked.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:09:33.0000000Z,OpsManager,Account197,Machine,10.24.2.215,Microsoft-Windows-Security-Auditing,Security,12804,0.0,4701,4701 - A scheduled task was disabled.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:17:16.0000000Z,OpsManager,Account282,Machine,10.168.5.23,Microsoft-Windows-Security-Auditing,Security,13824,0.0,4724,4724 - An attempt was made to reset an account's password.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:49:06.0000000Z,OpsManager,Account60,User,10.235.9.61,Microsoft-Windows-Security-Auditing,Security,12544,0.0,4625,4625 - An account failed to log on.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:42:17.0000000Z,OpsManager,Account638,Machine,10.6.6.61,Microsoft-Windows-Security-Auditing,Security,14080,0.0,4662,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:39:32.0000000Z,OpsManager,Account404,User,10.235.9.195,Microsoft-Windows-Security-Auditing,Security,12804,0.0,4701,4701 - A scheduled task was disabled.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:26:37.0000000Z,OpsManager,Account398,Machine,10.168.5.236,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4768,4768 - A Kerberos authentication ticket (TGT) was requested.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:27:29.0000000Z,OpsManager,Account71,Machine,10.168.5.183,Microsoft-Windows-Security-Auditing,Security,13570,0.0,4670,4670 - Permissions on an object were changed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:48:33.0000000Z,OpsManager,Account179,User,10.24.2.231,Microsoft-Windows-Security-Auditing,Security,13056,0.0,4673,4673 - A privileged service was called.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-08T10:20:04.0000000Z,OpsManager,Account188,User,10.235.9.78,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4656,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:27:00.0000000Z,OpsManager,Account220,Unknown,10.24.2.86,Microsoft-Windows-Security-Auditing,Security,14337,0.0,4769,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:28:12.0000000Z,OpsManager,Account670,Unknown,10.6.6.80,Microsoft-Windows-Security-Auditing,Security,12292,0.0,5058,5058 - Key file operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:30:48.0000000Z,OpsManager,Account482,Unknown,10.168.5.109,Microsoft-Windows-Security-Auditing,Security,13571,0.0,4957,4957 - Windows Firewall did not apply the following rule:
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:11:37.0000000Z,OpsManager,Account56,Machine,10.24.2.186,Microsoft-Windows-Security-Auditing,Security,12808,0.0,5140,5140 - A network share object was accessed.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T08:47:22.0000000Z,OpsManager,Account513,Unknown,10.168.5.149,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4660,4660 - An object was deleted.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:40:31.0000000Z,OpsManager,Account503,User,10.168.5.162,Microsoft-Windows-Security-Auditing,Security,12545,0.0,4634,4634 - An account was logged off.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-11T16:03:33.0000000Z,OpsManager,Account260,User,10.24.2.95,Microsoft-Windows-Security-Auditing,Security,12812,0.0,4663,4663 - An attempt was made to access an object.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T13:20:29.0000000Z,OpsManager,Account76,Machine,10.24.2.107,Microsoft-Windows-Security-Auditing,Security,12292,0.0,5059,5059 - Key migration operation.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T11:11:03.0000000Z,OpsManager,Account314,Unknown,10.168.5.225,Microsoft-Windows-Security-Auditing,Security,12551,0.0,4778,4778 - A session was reconnected to a Window Station.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:22:17.0000000Z,OpsManager,Account28,Machine,10.235.9.86,Microsoft-Windows-Security-Auditing,Security,12545,0.0,4634,4634 - An account was logged off.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T10:40:55.0000000Z,OpsManager,Account261,User,10.235.9.158,Microsoft-Windows-Security-Auditing,Security,12810,0.0,5158,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T09:42:18.0000000Z,OpsManager,Account476,User,10.24.2.205,Microsoft-Windows-Security-Auditing,Security,12800,0.0,4656,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:50:54.0000000Z,OpsManager,Account379,Unknown,10.235.9.173,Microsoft-Windows-Security-Auditing,Security,12554,0.0,4627,4627 - Group membership information.
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T12:05:25.0000000Z,OpsManager,Account532,Unknown,10.24.2.175,Microsoft-Windows-Security-Auditing,Security,12810,0.0,5158,-
6618e8e6-0ec0-4001-9280-a9835bdbd933,2026-09-15T14:13:11.0000000Z,OpsManager,Account305,Machine,10.168.5.24,Microsoft-Windows-Security-Auditing,Security,14339,0.0,4771,4771 - Kerberos pre-authentication failed.
